          1  9.94141e-01  3.12470e-02  1.77028e-03
          2  9.94141e-01  3.11303e-02  1.77949e-03
          3  9.92188e-01  1.59347e-02  1.65575e-03
          4  9.96094e-01  1.28313e-02  1.61533e-03
          5  9.96094e-01 -5.24783e-03  1.44996e-03
          6  9.94141e-01 -3.85136e-03  1.44855e-03
          7  9.98047e-01 -9.78659e-03  1.39316e-03
          8  9.96094e-01 -8.77627e-03  1.40272e-03
          9  9.98047e-01 -1.05799e-02  1.36071e-03
         10  9.94141e-01 -1.15054e-02  1.36576e-03
         11  9.96094e-01 -1.09884e-02  1.36734e-03
         12  9.96094e-01 -1.24933e-02  1.37869e-03
         13  9.94141e-01 -1.31531e-02  1.36574e-03
         14  9.92188e-01 -1.04770e-02  1.39775e-03
         15  9.90234e-01 -1.08400e-02  1.37262e-03
         16  1.00000e+00 -1.11614e-02  1.36272e-03
         17  9.96094e-01 -1.03221e-02  1.35813e-03
         18  9.96094e-01 -9.14364e-03  1.35940e-03
         19  1.00000e+00 -9.57950e-03  1.36478e-03
         20  1.00000e+00 -1.08222e-02  1.36380e-03
         21  1.00000e+00 -1.04098e-02  1.36401e-03
         22  9.96094e-01 -1.03703e-02  1.36127e-03
         23  9.96094e-01 -1.01081e-02  1.35730e-03
         24  9.96094e-01 -1.02474e-02  1.35904e-03
         25  9.96094e-01 -1.16415e-02  1.36197e-03
         26  9.96094e-01 -1.11569e-02  1.36276e-03
         27  9.98047e-01 -9.82551e-03  1.39099e-03
         28  9.98047e-01 -1.03513e-02  1.39180e-03
         29  9.94141e-01 -1.05672e-02  1.36326e-03
         30  9.96094e-01 -1.00854e-02  1.36216e-03
         31  9.96094e-01 -9.65356e-03  1.35554e-03
         32  9.98047e-01 -1.01316e-02  1.35687e-03
         33  1.00000e+00 -1.03612e-02  1.35602e-03
         34  1.00000e+00 -9.90189e-03  1.38184e-03
         35  9.98047e-01 -1.07734e-02  1.37676e-03
         36  9.94141e-01 -1.15396e-02  1.36736e-03
         37  9.96094e-01 -1.15151e-02  1.35450e-03
         38  9.90234e-01 -1.29378e-02  1.35574e-03
         39  9.96094e-01 -1.21951e-02  1.36486e-03
         40  9.90234e-01 -9.92873e-03  1.40447e-03
         41  9.96094e-01 -9.31691e-03  1.40873e-03
         42  9.96094e-01 -1.24407e-02  1.36475e-03
         43  9.98047e-01 -1.18256e-02  1.38437e-03
         44  9.94141e-01 -1.13712e-02  1.38695e-03
         45  9.94141e-01 -1.22116e-02  1.36183e-03
         46  9.94141e-01 -1.23403e-02  1.37058e-03
         47  9.90234e-01 -1.12889e-02  1.38725e-03
         48  9.92188e-01 -1.25089e-02  1.37652e-03
         49  9.92188e-01 -1.31388e-02  1.35173e-03
         50  9.96094e-01 -1.38563e-02  1.37011e-03
         51  9.98047e-01 -1.53442e-02  1.37717e-03
         52  9.94141e-01 -1.38248e-02  1.34877e-03
         53  9.92188e-01 -1.59629e-02  1.35425e-03
         54  9.92188e-01 -1.55126e-02  1.34557e-03
         55  9.96094e-01 -1.55678e-02  1.34205e-03
         56  9.94141e-01 -1.65875e-02  1.35629e-03
         57  9.96094e-01 -1.51925e-02  1.36854e-03
         58  9.92188e-01 -1.60934e-02  1.38956e-03
         59  9.90234e-01 -1.53497e-02  1.41714e-03
         60  9.92188e-01 -1.87572e-02  1.37292e-03
         61  9.90234e-01 -1.77695e-02  1.37870e-03
         62  9.88281e-01 -2.05237e-02  1.35715e-03
         63  9.88281e-01 -1.94068e-02  1.36568e-03
         64  9.96094e-01 -1.77419e-02  1.35251e-03
         65  9.98047e-01 -1.64006e-02  1.38419e-03
         66  9.96094e-01 -1.53322e-02  1.39749e-03
         67  9.96094e-01 -1.80220e-02  1.38604e-03
         68  9.98047e-01 -1.91832e-02  1.34266e-03
         69  9.96094e-01 -2.00703e-02  1.36448e-03
         70  9.88281e-01 -1.46654e-02  1.39612e-03
         71  9.92188e-01 -1.72437e-02  1.37245e-03
         72  9.98047e-01 -1.78436e-02  1.37219e-03
         73  9.94141e-01 -1.65713e-02  1.35510e-03
         74  9.90234e-01 -1.65714e-02  1.35247e-03
         75  9.98047e-01 -1.19737e-02  1.37175e-03
         76  9.96094e-01 -1.39128e-02  1.35585e-03
         77  9.96094e-01 -1.46631e-02  1.34627e-03
         78  9.94141e-01 -1.44936e-02  1.35035e-03
         79  9.96094e-01 -1.32091e-02  1.35191e-03
         80  9.98047e-01 -1.37856e-02  1.34937e-03
         81  9.96094e-01 -1.37634e-02  1.34845e-03
         82  9.96094e-01 -1.44123e-02  1.34450e-03
         83  1.00000e+00 -1.51198e-02  1.34229e-03
         84  9.96094e-01 -1.25594e-02  1.38191e-03
         85  9.96094e-01 -1.11855e-02  1.38411e-03
         86  9.94141e-01 -1.41748e-02  1.35336e-03
         87  9.90234e-01 -1.33307e-02  1.35405e-03
         88  9.92188e-01 -1.45424e-02  1.34755e-03
         89  9.98047e-01 -1.36924e-02  1.37246e-03
         90  9.88281e-01 -1.71805e-02  1.34361e-03
         91  9.96094e-01 -1.61812e-02  1.34289e-03
         92  9.96094e-01 -1.85506e-02  1.34099e-03
         93  9.94141e-01 -1.72785e-02  1.34567e-03
         94  9.92188e-01 -1.76642e-02  1.34665e-03
         95  9.92188e-01 -1.75332e-02  1.33930e-03
         96  9.98047e-01 -1.85423e-02  1.33966e-03
         97  9.96094e-01 -1.90151e-02  1.34231e-03
         98  9.96094e-01 -2.15808e-02  1.33570e-03
         99  9.90234e-01 -2.13611e-02  1.35842e-03
        100  9.86328e-01 -2.18685e-02  1.36285e-03
