          1  4.80469e-01 -5.51172e+00  3.44104e+00
          2  4.84375e-01 -5.46219e+00  3.59712e+00
          3  4.92188e-01 -5.46719e+00  3.55614e+00
          4  4.72656e-01 -5.44213e+00  3.72459e+00
          5  4.17969e-01 -5.46821e+00  3.61666e+00
          6  4.29688e-01 -5.47321e+00  3.62748e+00
          7  4.17969e-01 -5.48788e+00  3.54297e+00
          8  5.03906e-01 -5.48233e+00  3.56942e+00
          9  4.37500e-01 -5.48018e+00  3.51759e+00
         10  4.29688e-01 -5.49412e+00  3.42434e+00
         11  4.21875e-01 -5.53550e+00  3.22279e+00
         12  5.66406e-01 -5.48560e+00  3.45065e+00
         13  4.96094e-01 -5.49814e+00  3.46699e+00
         14  4.88281e-01 -5.43309e+00  3.72906e+00
         15  4.68750e-01 -5.50746e+00  3.37679e+00
         16  4.68750e-01 -5.53357e+00  3.27405e+00
         17  4.41406e-01 -5.54104e+00  3.21281e+00
         18  5.27344e-01 -5.46348e+00  3.51047e+00
         19  5.19531e-01 -5.43724e+00  3.58528e+00
         20  4.45312e-01 -5.45901e+00  3.47511e+00
         21  4.45312e-01 -5.54043e+00  3.12400e+00
         22  4.21875e-01 -5.51126e+00  3.26451e+00
         23  4.14062e-01 -5.54987e+00  3.10397e+00
         24  4.84375e-01 -5.54485e+00  3.12874e+00
         25  5.00000e-01 -5.49591e+00  3.40233e+00
         26  4.68750e-01 -5.48483e+00  3.43842e+00
         27  4.72656e-01 -5.49775e+00  3.38944e+00
         28  4.76562e-01 -5.39984e+00  3.79158e+00
         29  4.57031e-01 -5.37539e+00  3.87364e+00
         30  4.84375e-01 -5.45085e+00  3.53352e+00
         31  4.64844e-01 -5.49884e+00  3.30401e+00
         32  4.92188e-01 -5.49474e+00  3.32630e+00
         33  5.11719e-01 -5.42848e+00  3.56837e+00
         34  5.03906e-01 -5.48125e+00  3.40855e+00
         35  4.49219e-01 -5.45545e+00  3.58707e+00
         36  5.03906e-01 -5.42862e+00  3.73605e+00
         37  4.41406e-01 -5.45329e+00  3.62821e+00
         38  5.23438e-01 -5.45907e+00  3.56332e+00
         39  4.10156e-01 -5.37732e+00  3.92851e+00
         40  5.23438e-01 -5.44804e+00  3.63309e+00
         41  4.96094e-01 -5.41725e+00  3.68689e+00
         42  4.96094e-01 -5.44012e+00  3.62649e+00
         43  4.80469e-01 -5.45715e+00  3.54228e+00
         44  4.53125e-01 -5.49434e+00  3.35384e+00
         45  4.14062e-01 -5.43565e+00  3.64552e+00
         46  4.64844e-01 -5.44391e+00  3.62427e+00
