  0.00500  0.00000e+00
  0.01500  0.00000e+00
  0.02500  0.00000e+00
  0.03500  0.00000e+00
  0.04500  0.00000e+00
  0.05500  0.00000e+00
  0.06500  0.00000e+00
  0.07500  0.00000e+00
  0.08500  0.00000e+00
  0.09500  0.00000e+00
  0.10500  0.00000e+00
  0.11500  0.00000e+00
  0.12500  0.00000e+00
  0.13500  0.00000e+00
  0.14500  0.00000e+00
  0.15500  0.00000e+00
  0.16500  0.00000e+00
  0.17500  0.00000e+00
  0.18500  0.00000e+00
  0.19500  0.00000e+00
  0.20500  0.00000e+00
  0.21500  0.00000e+00
  0.22500  0.00000e+00
  0.23500  0.00000e+00
  0.24500  0.00000e+00
  0.25500  0.00000e+00
  0.26500  0.00000e+00
  0.27500  0.00000e+00
  0.28500  0.00000e+00
  0.29500  0.00000e+00
  0.30500  0.00000e+00
  0.31500  0.00000e+00
  0.32500  0.00000e+00
  0.33500  0.00000e+00
  0.34500  0.00000e+00
  0.35500  0.00000e+00
  0.36500  0.00000e+00
  0.37500  0.00000e+00
  0.38500  0.00000e+00
  0.39500  0.00000e+00
  0.40500  0.00000e+00
  0.41500  0.00000e+00
  0.42500  0.00000e+00
  0.43500  0.00000e+00
  0.44500  0.00000e+00
  0.45500  0.00000e+00
  0.46500  0.00000e+00
  0.47500  0.00000e+00
  0.48500  0.00000e+00
  0.49500  0.00000e+00
  0.50500  0.00000e+00
  0.51500  0.00000e+00
  0.52500  0.00000e+00
  0.53500  0.00000e+00
  0.54500  0.00000e+00
  0.55500  0.00000e+00
  0.56500  0.00000e+00
  0.57500  0.00000e+00
  0.58500  0.00000e+00
  0.59500  0.00000e+00
  0.60500  0.00000e+00
  0.61500  0.00000e+00
  0.62500  0.00000e+00
  0.63500  0.00000e+00
  0.64500  0.00000e+00
  0.65500  0.00000e+00
  0.66500  0.00000e+00
  0.67500  0.00000e+00
  0.68500  0.00000e+00
  0.69500  0.00000e+00
  0.70500  0.00000e+00
  0.71500  0.00000e+00
  0.72500  0.00000e+00
  0.73500  0.00000e+00
  0.74500  0.00000e+00
  0.75500  0.00000e+00
  0.76500  0.00000e+00
  0.77500  0.00000e+00
  0.78500  0.00000e+00
  0.79500  0.00000e+00
  0.80500  0.00000e+00
  0.81500  0.00000e+00
  0.82500  0.00000e+00
  0.83500  0.00000e+00
  0.84500  0.00000e+00
  0.85500  0.00000e+00
  0.86500  9.86974e-05
  0.87500  4.98347e-04
  0.88500  3.19004e-03
  0.89500  7.48290e-03
  0.90500  2.47655e-02
  0.91500  5.75982e-02
  0.92500  1.16157e-01
  0.93500  2.22923e-01
  0.94500  3.72703e-01
  0.95500  5.74384e-01
  0.96500  8.27966e-01
  0.97500  1.09588e+00
  0.98500  1.36779e+00
  0.99500  1.68474e+00
  1.00500  1.93032e+00
  1.01500  2.16383e+00
  1.02500  2.36599e+00
  1.03500  2.49730e+00
  1.04500  2.56016e+00
  1.05500  2.64127e+00
  1.06500  2.65456e+00
  1.07500  2.63828e+00
  1.08500  2.61093e+00
  1.09500  2.57456e+00
  1.10500  2.48251e+00
  1.11500  2.40051e+00
  1.12500  2.31052e+00
  1.13500  2.20934e+00
  1.14500  2.10581e+00
  1.15500  2.02843e+00
  1.16500  1.92942e+00
  1.17500  1.82608e+00
  1.18500  1.75135e+00
  1.19500  1.65335e+00
  1.20500  1.57852e+00
  1.21500  1.49337e+00
  1.22500  1.42131e+00
  1.23500  1.36264e+00
  1.24500  1.30268e+00
  1.25500  1.25210e+00
  1.26500  1.19020e+00
  1.27500  1.14328e+00
  1.28500  1.09264e+00
  1.29500  1.04781e+00
  1.30500  1.00731e+00
  1.31500  9.77391e-01
  1.32500  9.36411e-01
  1.33500  9.02249e-01
  1.34500  8.86712e-01
  1.35500  8.51959e-01
  1.36500  8.31906e-01
  1.37500  8.06119e-01
  1.38500  7.85313e-01
  1.39500  7.59877e-01
  1.40500  7.55259e-01
  1.41500  7.35813e-01
  1.42500  7.16357e-01
  1.43500  6.97562e-01
  1.44500  6.95468e-01
  1.45500  6.90197e-01
  1.46500  6.70736e-01
  1.47500  6.73943e-01
  1.48500  6.58071e-01
  1.49500  6.59011e-01
  1.50500  6.52749e-01
  1.51500  6.51255e-01
  1.52500  6.45542e-01
  1.53500  6.50996e-01
  1.54500  6.46814e-01
  1.55500  6.38455e-01
  1.56500  6.50222e-01
  1.57500  6.49891e-01
  1.58500  6.52269e-01
  1.59500  6.61649e-01
  1.60500  6.54830e-01
  1.61500  6.73681e-01
  1.62500  6.77651e-01
  1.63500  6.85750e-01
  1.64500  6.89409e-01
  1.65500  7.02637e-01
  1.66500  7.13602e-01
  1.67500  7.23545e-01
  1.68500  7.43758e-01
  1.69500  7.52821e-01
  1.70500  7.68628e-01
  1.71500  7.83731e-01
  1.72500  8.00742e-01
  1.73500  8.08531e-01
  1.74500  8.36999e-01
  1.75500  8.51416e-01
  1.76500  8.62013e-01
  1.77500  8.81568e-01
  1.78500  8.91419e-01
  1.79500  9.22545e-01
  1.80500  9.32045e-01
  1.81500  9.52294e-01
  1.82500  9.69994e-01
  1.83500  9.95075e-01
  1.84500  1.00604e+00
  1.85500  1.01776e+00
  1.86500  1.04478e+00
  1.87500  1.06557e+00
  1.88500  1.07104e+00
  1.89500  1.08710e+00
  1.90500  1.11272e+00
  1.91500  1.11452e+00
  1.92500  1.13972e+00
  1.93500  1.14930e+00
  1.94500  1.15627e+00
  1.95500  1.17549e+00
  1.96500  1.17731e+00
  1.97500  1.20060e+00
  1.98500  1.20326e+00
  1.99500  1.21364e+00
  2.00500  1.21491e+00
  2.01500  1.21905e+00
  2.02500  1.24201e+00
  2.03500  1.22975e+00
  2.04500  1.23244e+00
  2.05500  1.23132e+00
  2.06500  1.24123e+00
  2.07500  1.24411e+00
  2.08500  1.23133e+00
  2.09500  1.21796e+00
  2.10500  1.21720e+00
  2.11500  1.20691e+00
  2.12500  1.20590e+00
  2.13500  1.19012e+00
  2.14500  1.18613e+00
  2.15500  1.16886e+00
  2.16500  1.15725e+00
  2.17500  1.14325e+00
  2.18500  1.13321e+00
  2.19500  1.12098e+00
  2.20500  1.11105e+00
  2.21500  1.09397e+00
  2.22500  1.08181e+00
  2.23500  1.07611e+00
  2.24500  1.06025e+00
  2.25500  1.04417e+00
  2.26500  1.02772e+00
  2.27500  1.01775e+00
  2.28500  1.00794e+00
  2.29500  9.92356e-01
  2.30500  9.82134e-01
  2.31500  9.72530e-01
  2.32500  9.64993e-01
  2.33500  9.49758e-01
  2.34500  9.47390e-01
  2.35500  9.31702e-01
  2.36500  9.25776e-01
  2.37500  9.14722e-01
  2.38500  9.13294e-01
  2.39500  9.05160e-01
  2.40500  8.98604e-01
  2.41500  8.91566e-01
  2.42500  8.92457e-01
  2.43500  8.85223e-01
  2.44500  8.82996e-01
  2.45500  8.84460e-01
  2.46500  8.81118e-01
