          1  9.86328e-01 -2.37998e-02  1.36041e-03
          2  9.90234e-01 -2.32518e-02  1.33852e-03
          3  9.94141e-01 -2.12199e-02  1.37716e-03
          4  9.96094e-01 -2.11671e-02  1.34350e-03
          5  9.96094e-01 -1.90195e-02  1.35087e-03
          6  9.94141e-01 -2.06167e-02  1.33262e-03
          7  9.90234e-01 -2.10515e-02  1.34324e-03
          8  9.98047e-01 -2.16017e-02  1.35418e-03
          9  9.94141e-01 -1.98538e-02  1.34732e-03
         10  9.86328e-01 -1.97041e-02  1.35717e-03
         11  9.92188e-01 -1.97968e-02  1.35738e-03
         12  9.98047e-01 -1.90349e-02  1.36357e-03
         13  9.88281e-01 -1.96997e-02  1.35621e-03
         14  9.94141e-01 -1.77491e-02  1.35374e-03
         15  9.90234e-01 -1.85957e-02  1.37351e-03
         16  9.98047e-01 -1.87484e-02  1.37827e-03
         17  9.84375e-01 -1.89407e-02  1.38901e-03
         18  9.92188e-01 -1.84775e-02  1.39358e-03
         19  9.90234e-01 -1.76294e-02  1.38692e-03
         20  9.90234e-01 -1.57561e-02  1.38662e-03
         21  9.92188e-01 -1.57959e-02  1.39476e-03
         22  9.98047e-01 -1.95597e-02  1.33684e-03
         23  9.98047e-01 -2.03696e-02  1.34018e-03
         24  9.96094e-01 -1.96120e-02  1.36523e-03
         25  9.96094e-01 -1.97380e-02  1.36821e-03
         26  9.84375e-01 -1.90889e-02  1.41225e-03
         27  9.94141e-01 -1.86964e-02  1.39486e-03
         28  9.94141e-01 -1.82155e-02  1.38189e-03
         29  9.88281e-01 -1.49123e-02  1.43774e-03
         30  9.86328e-01 -1.66805e-02  1.39492e-03
         31  9.90234e-01 -1.80654e-02  1.35848e-03
         32  9.98047e-01 -1.67095e-02  1.36702e-03
         33  9.86328e-01 -1.68808e-02  1.37520e-03
         34  9.98047e-01 -1.36556e-02  1.42559e-03
         35  9.94141e-01 -1.26424e-02  1.43617e-03
         36  9.92188e-01 -1.26616e-02  1.41968e-03
         37  9.96094e-01 -1.49936e-02  1.39768e-03
         38  9.96094e-01 -1.71289e-02  1.38576e-03
         39  9.88281e-01 -2.10339e-02  1.36355e-03
         40  9.84375e-01 -1.99663e-02  1.41559e-03
         41  9.92188e-01 -1.67474e-02  1.42052e-03
         42  9.84375e-01 -2.32481e-02  1.35298e-03
         43  9.86328e-01 -2.19097e-02  1.37495e-03
         44  9.94141e-01 -2.16068e-02  1.37679e-03
         45  9.86328e-01 -2.10376e-02  1.35340e-03
         46  9.96094e-01 -1.95589e-02  1.34084e-03
         47  9.88281e-01 -1.89982e-02  1.37020e-03
         48  9.88281e-01 -1.96556e-02  1.36291e-03
         49  9.98047e-01 -1.59719e-02  1.38823e-03
         50  9.96094e-01 -1.85152e-02  1.33694e-03
         51  9.94141e-01 -1.74946e-02  1.34043e-03
         52  9.94141e-01 -1.97332e-02  1.35903e-03
         53  9.92188e-01 -1.98606e-02  1.35038e-03
         54  1.00000e+00 -2.18773e-02  1.35799e-03
         55  9.94141e-01 -2.19778e-02  1.36913e-03
         56  9.96094e-01 -2.29019e-02  1.35858e-03
         57  9.94141e-01 -2.22162e-02  1.36044e-03
         58  9.94141e-01 -1.99490e-02  1.38199e-03
         59  9.96094e-01 -2.31423e-02  1.33812e-03
         60  9.92188e-01 -2.43703e-02  1.34868e-03
         61  9.96094e-01 -2.50778e-02  1.35971e-03
         62  9.96094e-01 -2.48683e-02  1.34009e-03
         63  9.86328e-01 -2.60568e-02  1.35948e-03
         64  9.92188e-01 -2.92978e-02  1.35991e-03
         65  9.88281e-01 -2.46586e-02  1.42666e-03
         66  9.96094e-01 -2.71647e-02  1.36261e-03
         67  9.88281e-01 -2.77443e-02  1.34033e-03
         68  9.96094e-01 -2.45893e-02  1.32687e-03
         69  9.90234e-01 -2.44299e-02  1.32631e-03
         70  9.86328e-01 -2.07300e-02  1.38976e-03
         71  9.92188e-01 -2.42653e-02  1.33424e-03
         72  9.96094e-01 -2.25661e-02  1.36372e-03
         73  9.96094e-01 -2.36226e-02  1.32888e-03
         74  9.92188e-01 -2.22294e-02  1.33796e-03
         75  9.92188e-01 -2.34070e-02  1.35404e-03
         76  9.92188e-01 -2.12837e-02  1.35373e-03
         77  9.94141e-01 -2.22905e-02  1.36563e-03
         78  9.90234e-01 -2.41558e-02  1.33372e-03
         79  9.96094e-01 -2.51018e-02  1.35512e-03
         80  9.92188e-01 -2.43698e-02  1.36393e-03
         81  9.94141e-01 -2.46554e-02  1.36264e-03
         82  9.84375e-01 -2.32754e-02  1.36622e-03
         83  9.92188e-01 -2.40257e-02  1.37857e-03
         84  9.90234e-01 -2.46045e-02  1.40747e-03
         85  9.92188e-01 -2.63594e-02  1.33177e-03
         86  9.92188e-01 -2.53815e-02  1.35653e-03
         87  9.84375e-01 -2.81788e-02  1.35409e-03
         88  9.90234e-01 -2.58492e-02  1.38050e-03
         89  9.92188e-01 -2.45717e-02  1.41794e-03
         90  9.88281e-01 -2.46412e-02  1.42288e-03
         91  9.90234e-01 -2.69288e-02  1.37826e-03
         92  9.86328e-01 -2.88775e-02  1.33264e-03
         93  9.90234e-01 -2.70065e-02  1.35204e-03
         94  9.92188e-01 -2.81265e-02  1.32895e-03
         95  9.96094e-01 -2.55170e-02  1.35945e-03
         96  9.94141e-01 -2.49381e-02  1.35986e-03
         97  9.90234e-01 -2.65361e-02  1.34671e-03
         98  9.90234e-01 -2.86714e-02  1.31827e-03
         99  9.88281e-01 -2.91900e-02  1.31586e-03
        100  9.84375e-01 -2.94777e-02  1.35453e-03
        101  9.92188e-01 -2.60818e-02  1.35050e-03
